Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0.075316906,0.4125076,-0.531131,0.07286017,-0.4957245,0.2464678,0.8419417
0.07782793,0.2890988,-0.6509671,-0.04910814,-0.4932629,0.2488782,0.8405043
0.080338478,0.2890988,-0.7108852,-0.04910814,-0.4908334,0.2439618,0.8292939
0.082849026,0.5976207,-0.591049,-0.04910814,-0.4947605,0.2420536,0.8321916
0.085359573,0.6593251,-0.591049,-0.04910814,-0.4908626,0.2410634,0.8375311
0.087869644,0.3508032,-0.591049,0.01187601,-0.4864595,0.2425005,0.8419179
0.090380192,0.16569,-0.6509671,0.01187601,-0.4864305,0.245892,0.8361137
0.092891216,0.2890988,-0.531131,-0.1100923,-0.4864335,0.2454053,0.8361099
0.095401764,0.2273944,-0.531131,-0.04910814,-0.4927902,0.244965,0.8346445
0.097912312,0.1039857,-0.591049,0.07286017,-0.495246,0.2440212,0.8385223
0.100422859,-0.01942312,-0.7708032,0.1338443,-0.4956996,0.2478969,0.8302922
0.102933407,0.1039857,-0.6509671,-0.04910814,-0.4937667,0.2449701,0.8336722
0.105444431,0.3508032,-0.8307213,0.07286017,-0.4903935,0.2366647,0.8321534
0.107954502,0.2273944,-0.7708032,0.01187601,-0.4869938,0.2337263,0.8355343
0.11046505,0.2273944,-0.8307213,-0.1100923,-0.4943412,0.2338116,0.8457326
0.112975597,0.3508032,-0.6509671,0.01187601,-0.4894019,0.2400783,0.8375246
0.115486145,0.16569,-0.7108852,-0.04910814,-0.4864729,0.2385859,0.8341144
0.117996693,-0.01942312,-0.7708032,-0.04910814,-0.4859974,0.2356526,0.8306913
0.120507717,0.04228127,-0.7708032,0.01187601,-0.487453,0.2390907,0.8380043
0.123018265,0.1039857,-0.6509671,0.07286017,-0.4928042,0.243022,0.8360872
0.125528812,-0.08112751,-0.6509671,0.07286017,-0.4864685,0.2400551,0.8375265
0.128038883,0.16569,-0.8906393,-0.04910814,-0.4854851,0.2405289,0.8355875
0.130549431,0.2890988,-0.9505574,-0.1100923,-0.4835242,0.2405031,0.8317019
0.133059979,0.2890988,-0.591049,-0.04910814,-0.4859637,0.2410053,0.8302464
0.135571003,0.16569,-0.7708032,-0.04910814,-0.488884,0.2444512,0.8361009
0.138081551,-0.01942312,-0.7708032,-0.1100923,-0.4898928,0.2400861,0.8389819
0.140592098,-0.01942312,-0.8307213,-0.1710764,-0.4879305,0.2410428,0.8385047
0.143102646,-0.08112751,-0.7108852,-0.1100923,-0.4869457,0.2424991,0.8399742
0.145613194,-0.1428319,-0.6509671,-0.04910814,-0.4849694,0.2453988,0.8380543
0.148123264,-0.2662407,-0.7108852,-0.1100923,-0.4864304,0.2468771,0.8404939
0.150634289,-0.3279451,-0.8307213,-0.1710764,-0.490336,0.2473896,0.8385516
0.153144836,-0.3896495,-0.6509671,-0.3540289,-0.4898544,0.2464149,0.8395162
0.155655384,-0.3279451,-0.4712129,-0.3540289,-0.4879012,0.2459114,0.8390279
0.158165932,-0.3279451,-0.531131,-0.3540289,-0.4854572,0.2468785,0.8438955
0.160676479,-0.3896495,-0.4712129,-0.2930447,-0.4879356,0.2395748,0.8355784
0.163187504,-0.3279451,-0.4112948,-0.2930447,-0.4889064,0.2400615,0.8326663
0.165698051,-0.3896495,-0.591049,-0.2930447,-0.4908603,0.2415515,0.8380207
0.168208122,-0.4513538,-0.8906393,-0.2320606,-0.485485,0.2415141,0.8399677
0.17071867,-0.3896495,-0.8307213,-0.2320606,-0.4869414,0.2429833,0.8390061
0.173229218,-0.2662407,-0.4712129,-0.3540289,-0.485956,0.2434532,0.8356096
0.175739765,-0.3896495,-0.531131,-0.2320606,-0.4869431,0.2415088,0.8336505
0.17825079,-0.4513538,-0.8906393,-0.415013,-0.4879322,0.2405535,0.8375293
0.180761337,-0.3279451,-0.7708032,-0.415013,-0.4889017,0.2410376,0.8336455
0.183271885,-0.2662407,-0.591049,-0.1710764,-0.4899022,0.2371489,0.8326433
0.185782433,-0.2662407,-0.7708032,-0.1710764,-0.4840385,0.2366157,0.8326434
0.188292503,-0.4513538,-0.8307213,-0.3540289,-0.4908543,0.2425249,0.8380281
0.190803051,-0.3896495,-0.7708032,-0.2320606,-0.4888826,0.2444486,0.8351293
0.193313599,-0.5130582,-0.9505574,-0.3540289,-0.4918093,0.2464291,0.8390291
0.195824623,-0.636467,-1.010475,-0.3540289,-0.4888245,0.2541871,0.8366613
0.198335171,-0.636467,-1.250148,-0.4759972,-0.4907788,0.2542,0.8356884
0.200845718,-0.6981714,-1.130312,-0.3540289,-0.4907805,0.2537106,0.8347129
0.203356266,-0.8215802,-0.9505574,-0.4759972,-0.4902782,0.2566362,0.8381366
0.205867291,-0.944989,-0.6509671,-0.4759972,-0.4878497,0.2536926,0.8366582
0.208376885,-1.006693,-0.9505574,-0.6589496,-0.4888586,0.2483424,0.8351591
0.210887909,-1.130102,-0.8307213,-0.7199338,-0.4869167,0.2458907,0.83417
0.213398457,-1.130102,-0.9505574,-0.7199338,-0.4879406,0.239092,0.8370322
0.215909004,-1.068398,-0.7108852,-0.6589496,-0.4903921,0.2386324,0.8399421
0.218419552,-1.068398,-0.8307213,-0.7199338,-0.4903694,0.2415437,0.8365634
0.220930576,-1.006693,-0.8307213,-0.5369813,-0.4869744,0.2376292,0.8389651
0.223441124,-0.944989,-0.9505574,-0.5979655,-0.4879549,0.2366571,0.8365278
0.225951672,-0.8832846,-0.8906393,-0.6589496,-0.4903705,0.2400679,0.830722
0.228461742,-0.7598758,-0.8906393,-0.5369813,-0.4889204,0.2381185,0.8341091
0.23097229,-0.6981714,-1.19023,-0.5979655,-0.4923417,0.2386362,0.8355681
0.233482838,-0.5747626,-1.250148,-0.5369813,-0.4869846,0.2337082,0.8287323
0.235993385,-0.6981714,-1.070394,-0.5369813,-0.4918514,0.2396148,0.8389769
0.23850441,-0.5747626,-1.310066,-0.4759972,-0.4913404,0.2435087,0.8404646
0.241014957,-0.7598758,-1.19023,-0.4759972,-0.4884081,0.2429949,0.8390052
0.243525505,-0.8215802,-1.310066,-0.3540289,-0.4874095,0.2478726,0.8458451
0.246036053,-0.6981714,-1.369984,-0.2930447,-0.4845041,0.2429782,0.8443522
0.248546124,-0.8215802,-1.070394,-0.3540289,-0.4864652,0.2410338,0.8394774
0.251056671,-0.6981714,-1.070394,-0.5979655,-0.4864652,0.2410338,0.8394774
0.253567696,-0.636467,-0.8307213,-0.3540289,-0.4845122,0.2410235,0.8414221
0.256078243,-0.3896495,-0.7708032,-0.415013,-0.4850142,0.2385898,0.8399456
0.258588791,-0.2662407,-0.8906393,-0.4759972,-0.484055,0.235663,0.8404097
0.261099339,-0.3896495,-0.8307213,-0.2320606,-0.483088,0.2337057,0.8394237
0.263609886,-0.2045363,-0.591049,-0.415013,-0.4830752,0.2366365,0.8433329
0.266120911,-0.2045363,-0.4712129,-0.4759972,-0.4855391,0.2327529,0.8399006
0.268630982,-0.2662407,-0.4712129,-0.3540289,-0.4850775,0.2298468,0.8466805
0.271141529,-0.2662407,-0.4712129,-0.415013,-0.484582,0.22983,0.8418223
0.273652077,-0.08112751,-0.531131,-0.4759972,-0.4835905,0.2322585,0.8428133
0.276162624,0.16569,-0.591049,-0.2320606,-0.4869557,0.2405483,0.8385017
0.278673172,0.2273944,-0.4112948,-0.2320606,-0.4879329,0.2405548,0.8380151
0.281184197,0.16569,-0.2315406,-0.2930447,-0.4879566,0.2361677,0.8355523
0.283694744,0.1039857,-0.1117045,-0.1710764,-0.4874634,0.2376331,0.8389648
0.286205292,0.16569,-0.1716226,-0.1100923,-0.4859749,0.2410273,0.838506
0.288715363,0.2890988,-0.2315406,-0.2320606,-0.4870101,0.2322804,0.8408676
0.29122591,0.4125076,-0.2315406,-0.2930447,-0.4845676,0.2332501,0.8467069
0.293736458,0.5359164,-0.1716226,-0.1710764,-0.4870115,0.232283,0.8418393
0.296247482,0.474212,0.008131608,-0.1100923,-0.4884621,0.2352189,0.8433183
0.29875803,0.3508032,0.06804967,-0.1100923,-0.4899178,0.2366868,0.8418709
0.301268578,0.5359164,0.008131608,-0.1100923,-0.4904017,0.2371735,0.8404167
0.303779125,0.6593251,-0.1117045,-0.04910814,-0.4903784,0.2400835,0.8365523
0.306289673,0.4125076,-0.1117045,0.07286017,-0.4864862,0.2376267,0.8394513
0.308799744,0.3508032,0.008131608,0.01187601,-0.4894006,0.2400758,0.8365529
0.311310768,0.3508032,0.1279677,-0.04910814,-0.488905,0.2410441,0.8360748
0.313821316,0.5359164,0.1279677,-0.1100923,-0.4855037,0.238595,0.8404312
0.316331863,0.5359164,0.06804967,0.07286017,-0.49037,0.241545,0.8370492
0.318842411,0.4125076,-0.2315406,0.01187601,-0.4908322,0.2464226,0.8395155
0.321352959,0.2273944,0.008131608,0.01187601,-0.489839,0.2483553,0.8371018
0.323863983,0.3508032,0.1279677,0.1338443,-0.4873973,0.2473561,0.8346667
0.326374531,0.3508032,0.06804967,0.01187601,-0.4884081,0.2429949,0.8390052
0.328884602,0.3508032,-0.05178645,-0.1100923,-0.4879198,0.2429923,0.8394914
0.331395149,0.4125076,-0.1117045,-0.2320606,-0.4923122,0.2444899,0.8404714
0.333905697,0.3508032,0.008131608,0.07286017,-0.4986744,0.2420897,0.8341325
0.336416245,0.2890988,-0.05178645,0.01187601,-0.4933094,0.2405947,0.8370399
0.338927269,0.3508032,-0.05178645,0.01187601,-0.4942919,0.2396264,0.8360601
0.341437817,0.474212,-0.1716226,-0.04910814,-0.4879535,0.2376396,0.8399363
0.343948364,0.3508032,-0.2914587,0.01187601,-0.4908606,0.2410595,0.8360735
0.346458912,0.4125076,-0.2315406,0.01187601,-0.4859564,0.2419762,0.8292822
0.348968983,0.4125076,0.008131608,0.01187601,-0.4840331,0.2375905,0.8331368
0.35147953,0.4125076,0.2478039,0.07286017,-0.4869291,0.2434519,0.8322079
0.353990078,0.3508032,0.008131608,-0.1100923,-0.4825627,0.2390494,0.8370357
0.356501103,0.474212,0.008131608,-0.04910814,-0.4869814,0.2371503,0.8418766
0.35901165,0.4125076,0.008131608,-0.04910814,-0.488928,0.238626,0.8418865
0.361522198,0.2890988,0.06804967,-0.1100923,-0.4893961,0.2425302,0.8443453
0.364032745,0.5359164,0.1878858,0.07286017,-0.4893722,0.2454389,0.8399949
0.36654377,0.4125076,-0.05178645,0.01187601,-0.4879075,0.244446,0.8370732
0.369053364,0.5359164,0.1878858,-0.1100923,-0.4864739,0.2390804,0.8370332
0.371564388,0.5976207,0.1279677,-0.1100923,-0.4820931,0.2361277,0.8379854
0.374074936,0.5976207,-0.1117045,-0.1710764,-0.4830388,0.241984,0.8409447
0.376585484,0.5359164,0.1878858,0.01187601,-0.4879349,0.2395735,0.8350926
0.379096031,0.5359164,0.06804967,0.1338443,-0.4928168,0.2420615,0.8409383
0.381607056,0.5976207,0.1279677,-0.04910814,-0.4933071,0.2410828,0.8375295
0.384117603,0.6593251,0.06804967,-0.1100923,-0.4908897,0.2366828,0.8374975
0.386628151,0.5976207,-0.05178645,0.1338443,-0.4904174,0.2347411,0.840884
0.389138222,0.6593251,-0.1117045,0.01187601,-0.485985,0.2390765,0.8370335
0.391648769,0.6593251,0.1878858,0.01187601,-0.4840424,0.2366235,0.8355586
0.394159317,0.6593251,0.06804967,0.01187601,-0.4845082,0.2410157,0.838507
0.396669865,0.7210295,-0.1117045,-0.1710764,-0.491828,0.24351,0.8394925
0.399180889,0.6593251,-0.05178645,-0.2320606,-0.4893845,0.243,0.8380328
0.401691437,0.5976207,0.008131608,-0.1100923,-0.4898647,0.2449573,0.8404767
0.404201984,0.7210295,0.1279677,0.01187601,-0.4918368,0.2405715,0.8326681
0.406712532,0.6593251,-0.1716226,-0.04910814,-0.4889046,0.2425211,0.8424022
0.409222603,0.7210295,-0.1117045,-0.1710764,-0.4839866,0.2468591,0.8409814
0.411733151,0.7210295,-0.1716226,0.01187601,-0.4864392,0.2439386,0.8336695
0.414244175,0.6593251,-0.1117045,-0.1100923,-0.4825407,0.2429472,0.8385232
0.416754723,0.5976207,-0.1117045,-0.1710764,-0.4830098,0.2463607,0.8395206
0.41926527,0.5359164,0.1878858,-0.1100923,-0.4874159,0.2454221,0.8395103
0.421775818,0.474212,-0.1117045,-0.1100923,-0.49034,0.2464123,0.8370866
0.424286366,0.474212,-0.05178645,-0.1710764,-0.4903513,0.2454492,0.840966
0.42679739,0.5359164,0.06804967,-0.04910814,-0.4932984,0.2430362,0.8399737
0.429307461,0.5976207,-0.1117045,-0.1100923,-0.4878841,0.2483412,0.837589
0.431818009,0.5359164,-0.1117045,-0.1100923,-0.488371,0.2493263,0.8405112
0.434328556,0.4125076,-0.05178645,-0.1100923,-0.4883941,0.2449379,0.8375625
0.436839104,0.474212,0.008131608,-0.1100923,-0.487426,0.2434713,0.8380378
0.439349651,0.474212,-0.05178645,-0.1100923,-0.485449,0.2473548,0.8400124
0.441860676,0.2890988,0.1279677,-0.1100923,-0.486925,0.2454143,0.838053
0.444371224,0.3508032,0.06804967,-0.04910814,-0.4893522,0.2473702,0.8341795
0.446881771,0.4125076,-0.05178645,0.07286017,-0.4923215,0.2435229,0.8428932
0.449392319,0.4125076,-0.1716226,-0.1100923,-0.4918367,0.2415566,0.8370483
0.45190239,0.3508032,-0.05178645,-0.1100923,-0.4942418,0.2474102,0.8346622
0.454412937,0.4125076,-0.05178645,0.01187601,-0.4883951,0.2444473,0.8361012
0.456923962,0.3508032,-0.2315406,-0.1710764,-0.4869328,0.2429664,0.8326899
0.459434509,0.3508032,0.008131608,-0.1710764,-0.4874087,0.2454078,0.8341659
0.461945057,0.1039857,-0.1117045,-0.3540289,-0.4874069,0.2468823,0.8395215
0.464455604,0.16569,-0.2315406,-0.1100923,-0.4913381,0.2439968,0.8409542
0.466966152,0.2890988,-0.1716226,-0.1710764,-0.4903561,0.243488,0.8356066
0.469477177,0.2273944,0.008131608,-0.1100923,-0.4927989,0.2439967,0.8365805
0.471986771,0.1039857,-0.1716226,-0.2320606,-0.4913154,0.246908,0.8375755
0.474497795,0.04228127,-0.1716226,-0.4759972,-0.492317,0.2425288,0.8351121
0.477008343,0.04228127,0.06804967,-0.2930447,-0.4884081,0.2429949,0.8390052
0.47951889,0.1039857,0.008131608,-0.2320606,-0.4903604,0.2430039,0.8365746
0.48705101,-0.08112751,0.008131608,-0.1100923,-0.4918167,0.2444731,0.8356131
0.489561081,-0.1428319,-0.1716226,-0.1710764,-0.488369,0.2493224,0.8390536
0.492071628,-0.2662407,-0.1716226,-0.2930447,-0.4893534,0.248358,0.8395314
0.494582176,-0.2045363,0.06804967,-0.2320606,-0.4889146,0.2405703,0.8409297
0.497092724,-0.2045363,-0.05178645,-0.5369813,-0.4923148,0.2444951,0.8424149
0.499603748,-0.2662407,-0.1716226,-0.3540289,-0.4908199,0.2478764,0.8370974
0.502114296,-0.2662407,-0.2315406,-0.2930447,-0.4903837,0.2400939,0.8404391
0.504624843,-0.3896495,-0.2914587,-0.415013,-0.4932998,0.2420537,0.8365653
0.507135391,-0.3896495,-0.4112948,-0.415013,-0.4883607,0.2497988,0.8351706
0.509645939,-0.3896495,-0.4712129,-0.3540289,-0.4874133,0.2454169,0.8375669
0.51215601,-0.3896495,-0.2914587,-0.415013,-0.4859345,0.2473522,0.8375828
0.514666557,-0.3279451,-0.4712129,-0.4759972,-0.4888917,0.2429884,0.8351181
0.517177582,-0.2662407,-0.1716226,-0.3540289,-0.488904,0.2415347,0.8375361
0.519688129,-0.3279451,-0.1716226,-0.2930447,-0.4913658,0.2396175,0.8414065
0.522198677,-0.2662407,-0.1716226,-0.3540289,-0.4908299,0.2459256,0.835625
0.524709225,-0.4513538,-0.4712129,-0.4759972,-0.494757,0.2450025,0.8429028
0.527220249,-0.5130582,-0.4112948,-0.2930447,-0.4898724,0.2434945,0.8394938
0.529730797,-0.5130582,-0.2914587,-0.2320606,-0.4928112,0.242543,0.8389986
0.532240868,-0.3279451,-0.2914587,-0.2930447,-0.4928182,0.242064,0.84191
0.534751415,-0.4513538,-0.2315406,-0.3540289,-0.490359,0.2439864,0.8399831
0.537261963,-0.5130582,-0.591049,-0.2930447,-0.4889033,0.2425185,0.8414304
0.53977251,-0.4513538,-0.4112948,-0.3540289,-0.4898644,0.2444641,0.8380437
0.542283535,-0.5130582,-0.3513767,-0.2930447,-0.4898333,0.249822,0.8395423
0.544794083,-0.5130582,-0.3513767,-0.4759972,-0.490357,0.2439825,0.8385255
0.54730463,-0.5747626,-0.4712129,-0.3540289,-0.4913478,0.2425379,0.8414289
0.549815178,-0.5747626,-0.531131,-0.2930447,-0.4913503,0.2400796,0.8321789
0.552325249,-0.6981714,-0.4112948,-0.415013,-0.4903607,0.242512,0.8346274
0.554835796,-0.5130582,-0.4712129,-0.3540289,-0.4908533,0.2430155,0.8394894
0.557346344,-0.4513538,-0.531131,-0.2320606,-0.4864585,0.2410208,0.8346189
0.559857368,-0.5130582,-0.2914587,-0.2320606,-0.4854704,0.2424707,0.8336589
0.562367916,-0.5130582,-0.3513767,-0.2320606,-0.4869494,0.2410286,0.8360761
0.564878464,-0.5130582,-0.4112948,-0.2930447,-0.4913251,0.2454492,0.8380502
0.567389011,-0.636467,-0.4712129,-0.2320606,-0.4893842,0.2434919,0.83998
0.569900036,-0.5130582,-0.3513767,-0.3540289,-0.4937826,0.2440161,0.8409526
0.57240963,-0.5130582,-0.2914587,-0.2930447,-0.4889143,0.2400771,0.8384967
0.574920654,-0.636467,-0.531131,-0.2930447,-0.4884478,0.2366687,0.8394426
0.577431202,-0.5130582,-0.4112948,-0.3540289,-0.4854893,0.2410299,0.8409356
0.579941749,-0.636467,-0.4112948,-0.2930447,-0.4879175,0.2434803,0.839981
0.582452297,-0.5747626,-0.3513767,-0.2320606,-0.4903847,0.2396032,0.8389778
0.584962845,-0.5130582,-0.2315406,-0.2320606,-0.4849911,0.2429782,0.8428943
0.587473869,-0.4513538,-0.3513767,-0.3540289,-0.4874592,0.2405807,0.8491902
0.589984417,-0.5747626,-0.2914587,-0.1100923,-0.493806,0.2401209,0.8404369
0.592494965,-0.5747626,-0.3513767,-0.3540289,-0.4859756,0.2410286,0.8389919
0.592494965,-0.5747626,-0.3513767,-0.3540289,-0.4859756,0.2410286,0.8389919
0.597515583,-0.5130582,-0.4112948,-0.3540289,-0.4884251,0.2405651,0.8404441
0.600026131,-0.3279451,-0.2315406,-0.2930447,-0.4894099,0.2391088,0.8389747
0.600026131,-0.3279451,-0.2315406,-0.2930447,-0.4894099,0.2391088,0.8389747
0.602537155,-0.3896495,-0.2315406,-0.2320606,-0.4869447,0.2420046,0.8370552
0.605047703,-0.2662407,-0.2315406,-0.415013,-0.4898752,0.2415295,0.8326769
0.60755825,-0.636467,-0.3513767,-0.2930447,-0.4869427,0.2429859,0.8399779
0.610068798,-0.5747626,-0.3513767,-0.3540289,-0.4859682,0.2429846,0.8424078
0.612579822,-0.3279451,-0.4112948,-0.1100923,-0.4839966,0.2449083,0.8395088
0.615089416,-0.3896495,-0.4712129,-0.1100923,-0.4839903,0.2453885,0.8370832
0.617600441,-0.5130582,-0.4112948,-0.3540289,-0.4874167,0.2444383,0.8356161
0.620110989,-0.5130582,-0.4112948,-0.2320606,-0.4913505,0.2405728,0.8346119
0.622622013,-0.3896495,-0.2914587,-0.04910814,-0.4884161,0.2410402,0.8360751
0.625132084,-0.2662407,-0.2914587,-0.1100923,-0.4879352,0.2400667,0.8375255
0.627642631,-0.3279451,-0.3513767,-0.1100923,-0.4889026,0.2425172,0.8409446
0.630153656,-0.3279451,-0.3513767,-0.1710764,-0.4888758,0.247391,0.8434111
0.632664204,-0.3279451,-0.4112948,-0.1710764,-0.4879182,0.2424965,0.8360866
0.635174274,-0.3896495,-0.4712129,-0.2320606,-0.4840212,0.2385523,0.8287715
0.637684822,-0.3279451,-0.4712129,-0.2930447,-0.4864676,0.2395606,0.8346077
0.64019537,-0.3279451,-0.3513767,-0.2930447,-0.4889247,0.2386195,0.8394572
0.642705917,-0.3279451,-0.2315406,-0.1710764,-0.4918721,0.2366997,0.840898
0.645216942,-0.3896495,-0.2914587,-0.04910814,-0.486955,0.240547,0.8380158
0.647727489,-0.2662407,-0.3513767,-0.1710764,-0.4898907,0.2410673,0.8419045
0.650238037,-0.3896495,-0.3513767,-0.2930447,-0.4859895,0.2400707,0.8448147
0.652748585,-0.3896495,-0.3513767,-0.3540289,-0.4849892,0.2419892,0.8370565
0.655258655,-0.2662407,-0.2914587,-0.2930447,-0.4864248,0.2463736,0.834174
0.657769203,-0.01942312,-0.2914587,-0.2320606,-0.4845186,0.238573,0.8350874
0.660280228,-0.2045363,-0.2914587,-0.2320606,-0.4894139,0.2381314,0.8375097
0.662790775,-0.3896495,-0.4112948,-0.2320606,-0.4947701,0.2425649,0.8414266
0.665301323,-0.2662407,-0.531131,-0.2320606,-0.4908755,0.2405961,0.8448153
0.66781187,-0.2662407,-0.3513767,-0.2930447,-0.4894063,0.2395942,0.8384926
0.670322418,-0.3279451,-0.2315406,-0.2320606,-0.4903829,0.2410777,0.8443335
0.672833443,-0.1428319,-0.2315406,-0.2320606,-0.4864748,0.2395749,0.8399521
0.67534399,-0.1428319,-0.3513767,-0.1710764,-0.481078,0.2419582,0.8370591
0.677854061,-0.01942312,-0.1716226,-0.2930447,-0.4869109,0.2483425,0.8409906
0.680364609,-0.1428319,-0.2315406,-0.2320606,-0.4845115,0.2410222,0.8409363
0.682875156,-0.1428319,-0.1716226,-0.1710764,-0.4879198,0.2429923,0.8394914
0.685385704,-0.08112751,-0.1716226,-0.2320606,-0.4869353,0.2439567,0.8390136
0.687896728,-0.08112751,-0.1716226,-0.1710764,-0.4908617,0.2405689,0.8346123
0.690407276,0.04228127,-0.1117045,-0.1710764,-0.4923356,0.2405948,0.8399557
0.692917824,0.04228127,-0.2315406,-0.1710764,-0.48693,0.2449315,0.8395069
0.695428371,-0.01942312,-0.2914587,-0.1100923,-0.4889019,0.2425159,0.8404587
0.697938442,-0.01942312,-0.2315406,-0.1710764,-0.4903754,0.2405702,0.836556
0.70044899,-0.08112751,-0.1716226,-0.1710764,-0.4860024,0.2361548,0.8365253
0.702960014,-0.01942312,-0.1716226,-0.1710764,-0.4879402,0.2395839,0.8389794
0.705470562,-0.01942312,-0.1716226,-0.1100923,-0.4850232,0.2371296,0.8399344
0.70798111,0.1039857,-0.1117045,0.01187601,-0.4864718,0.2400616,0.8399558
0.710491657,0.1039857,-0.1117045,-0.04910814,-0.4888997,0.2420188,0.8365681
0.713002205,0.04228127,-0.1117045,-0.04910814,-0.4923486,0.2391424,0.8428597
0.715513229,0.1039857,-0.2315406,0.01187601,-0.4899058,0.2376486,0.8375056
0.718022823,0.2273944,-0.1716226,-0.04910814,-0.4899138,0.236679,0.8389558
0.720533848,0.2273944,-0.05178645,-0.2320606,-0.4840014,0.2429471,0.8341495
0.723044395,0.2273944,-0.1117045,0.01187601,-0.4850035,0.2395542,0.836552
0.725554943,0.2890988,-0.05178645,-0.04910814,-0.4884244,0.2405638,0.8399583
0.728065491,0.04228127,-0.05178645,0.07286017,-0.4898811,0.2415411,0.8370496
0.730576515,0.16569,-0.1117045,0.07286017,-0.4923293,0.241075,0.8375301
0.733087063,0.16569,-0.1716226,-0.04910814,-0.4913408,0.2430168,0.8385174
0.73559761,0.04228127,-0.4112948,-0.04910814,-0.4952615,0.2401105,0.8321763
0.738107681,0.16569,-0.1117045,0.1338443,-0.4864658,0.2410351,0.8399633
0.740618229,0.2890988,-0.05178645,-0.04910814,-0.4889106,0.2415476,0.8423947
0.743128776,0.2273944,0.008131608,-0.1100923,-0.4928269,0.2391255,0.8350857
0.745639324,0.4125076,-0.1117045,0.07286017,-0.4864613,0.2400409,0.832182
0.748150349,0.3508032,-0.2914587,0.01187601,-0.4859713,0.2405276,0.8336437
0.750660896,0.2273944,-0.2914587,-0.1710764,-0.4864218,0.2468603,0.8341777
0.753171444,0.2273944,-0.2914587,0.01187601,-0.4913157,0.2474013,0.8400086
0.755681992,0.16569,-0.3513767,0.01187601,-0.489363,0.2478842,0.8443863
0.758192062,0.1039857,-0.4712129,-0.04910814,-0.486917,0.2463839,0.8366029
0.76070261,0.1039857,-0.2914587,0.01187601,-0.4869447,0.2420046,0.8370552
0.763213634,0.1039857,-0.3513767,0.07286017,-0.4888926,0.2434829,0.8380368
0.765724182,0.16569,-0.4112948,0.07286017,-0.48746,0.2376266,0.8365355
0.76823473,0.2273944,-0.4112948,0.1338443,-0.4859753,0.2405354,0.8365588
0.770745277,0.16569,-0.4712129,0.01187601,-0.4927935,0.2449715,0.8370737
0.773256302,0.1039857,-0.4712129,-0.04910814,-0.4850062,0.2395594,0.8384955
0.775766849,0.2273944,-0.4112948,0.01187601,-0.4840173,0.2419931,0.8414299
0.778277397,0.16569,-0.4712129,-0.1100923,-0.4854493,0.247848,0.8424454
0.780787468,0.04228127,-0.531131,0.01187601,-0.4888575,0.2498182,0.8410005
